;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33
0;0.0008285452642168104;0.00038284612798852814;0.000177074090699633;0.00037282071629486717;0.00034173740429935175;0.00024593537824343725;0.0003295524150889378;9.003209180175227e-05;0.0001687498293286164;0.00013181029683082056;0.00013617737967036567;0.00031762834882478864;0.00013311698802040444;2.8893644107104993e-05;6.742025400069957e-05;0.00010553562053368539;4.903308171136177e-05;0.00012369862560587653;0.00016278866731625933;0.0001152539180837264;0.00031275409863822687;0.00014888070948020096;3.936388746911826e-05;9.851195120837504e-05;0.00010992738553174725;3.775664330314261e-05;3.974538322259705e-05;7.328395751663846e-05;8.168645118265176e-05;0.00010959488109020234;0.0001245251526511273;6.542410076243968e-05;1.6793607401590074e-05;8.092656668446669e-05
1;0.0008297347155847282;0.0003830786991791455;0.00017697810209980008;0.0003730518630474593;0.0003417018675527657;0.0002458577304031841;0.0003296690475112502;9.006828379171492e-05;0.0001687864687612418;0.00013181190466066682;0.00013617994847974074;0.0003176392651849147;0.000133128939565609;2.889587801950973e-05;6.743268542708877e-05;0.00010554243801811395;4.9040010453311615e-05;0.0001236928989110319;0.00016278285018720638;0.00011524557410972646;0.00031275318966476884;0.00014888004513501928;3.936500873307125e-05;9.851753644472377e-05;0.00010992528977630736;3.776160595077765e-05;3.974036414710664e-05;7.328403908609311e-05;8.168144320777425e-05;0.00010959500655134593;0.00012452529576891452;6.542417635085128e-05;1.6794907097821558e-05;8.092544402847157e-05
2;0.0008309230857459781;0.00038331106456126297;0.00017688223058877974;0.0003732828079434894;0.0003416663665499967;0.0002457801635391836;0.0003297855739016745;9.010444368115139e-05;0.0001688230732074589;0.0001318135149259928;0.00013618251500317898;0.00031765017168437006;0.00013314088056527954;2.889811006606984e-05;6.744510632571665e-05;0.00010554924934505276;4.904693310481743e-05;0.0001236871781456816;0.00016277703900909626;0.00011523723987129273;0.00031275228188548085;0.00014887938158617488;3.936612899686922e-05;9.852311690847588e-05;0.00010992319623327286;3.776656536490205e-05;3.9735349905109e-05;7.328412057341582e-05;8.167644018095051e-05;0.0001095951318642985;0.00012452543870399737;6.542425183242511e-05;1.6796207794448345e-05;8.092432223597956e-05
3;0.0008321091898062816;0.0003835429924807509;0.00017678657175585047;0.00037351332081083825;0.0003416309367389186;0.00024570275507347877;0.00032990187828531585;9.014053541032029e-05;0.000168859606136595;0.00013181512618289307;0.0001361850767320903;0.0003176610575871462;0.00013315279916585815;2.8900338049583502e-05;6.745750435753486e-05;0.00010555604774893536;4.9053842779765964e-05;0.00012368146901032493;0.00016277123959723434;0.00011522892364095208;0.00031275137637184233;0.0001488787195950327;3.9367247032071906e-05;9.852868714944623e-05;0.00010992110717244191;3.777151670337576e-05;3.9730345548783435e-05;7.328420199062718e-05;8.167144695320991e-05;0.00010959525706689522;0.0001245255815132065;6.54243272475279e-05;1.6797508271618162e-05;8.092320248564382e-05
4;0.0008332918445953687;0.0003837742515482231;0.00017669122083806258;0.00037374317164650826;0.0003415956134336147;0.00024562558214549465;0.0003300178446552358;9.017652297073219e-05;0.00016889603112137146;0.00013181673679694072;0.00013618763111056823;0.0003176719120336913;0.00013316468347635119;2.8902559746306057e-05;6.746986714964898e-05;0.0001055628264482311;4.906073258436277e-05;0.00012367577719436798;0.00016276545773131123;0.00011522063369869862;0.0003127504740231337;0.00014887805981976128;3.936836172412189e-05;9.853424160847994e-05;0.00010991902467399385;3.77764550168576e-05;3.972535606744117e-05;7.328428325590507e-05;8.166646850318926e-05;0.00010959538203332043;0.00012452572405303533;6.542440252037713e-05;1.679880721575703e-05;8.09220858951255e-05
5;0.0008344698700753173;0.0003840046109643474;0.000176596272701432;0.0003739721310231997;0.00034156043184088204;0.00024554872164891576;0.00033013335731056767;9.021237044607596e-05;0.00016893231183768572;0.00013181834512188738;0.00013619017558906034;0.0003176827241923291;0.0001331765216357153;2.8904772937594835e-05;6.748218235864316e-05;0.00010556957867906452;4.9067595642146415e-05;0.00012367010836927976;0.00016275969917300623;0.00011521237829429675;0.0003127495757342087;0.00014887740291565614;3.93694719618391e-05;9.853977473946575e-05;0.00010991695081068552;3.7781375363639026e-05;3.97203864359131e-05;7.328436428729877e-05;8.166150979531779e-05;0.00010959550663758275;0.00012452586617977242;6.542447757508018e-05;1.680010330779693e-05;8.092097357950632e-05
6;0.0008356420905216366;0.0003842338407510287;0.00017650182174689698;0.0003741999703192599;0.00034152542702515885;0.00024547225015515283;0.0003302483009722322;9.02480420482026e-05;0.00016896841210087204;0.0001318199495014453;0.00013619270762694124;0.00031769348327018594;0.00013318830182479233;2.8906975412154778e-05;6.749443768298622e-05;0.00010557629770200809;4.9074425100897305e-05;0.00012366446818299498;0.00016275396966023895;0.00011520416563896949;0.00031274868239453027;0.0001488767495344617;3.9370576638407106e-05;9.85452810149146e-05;0.00010991488764575389;3.778627281464015e-05;3.971544160957934e-05;7.328444500282072e-05;8.165657577487388e-05;0.0001095956307536383;0.00012452600774965288;6.542455233571981e-05;1.680139522459371e-05;8.091986665017539e-05
7;0.0008368073357012527;0.0003844617119820761;0.00017640796181699647;0.00037442646194819055;0.0003414906338735945;0.0002453962438371765;0.00033036256089836194;9.028350215302241e-05;0.00016900429590184767;0.00013182154827114876;0.0001361952246950532;0.00031770417852396864;0.0001332000122781462;2.89091649682625e-05;6.750662087541009e-05;0.0001055829768088544;4.908121413951155e-05;0.00012365886225424968;0.00016274827490148728;0.0001151960038974197;0.0003127477948872943;0.00014887610032371777;3.9371674652638124e-05;9.85507549315073e-05;0.00010991283723090465;3.7791142458411446e-05;3.97105265194215e-05;7.328452532053711e-05;8.165167136304932e-05;0.00010959575425554243;0.0001245261486190167;6.542462672642842e-05;1.680268164035742e-05;8.091876621371682e-05
8;0.0008379644420461299;0.00038468799701310146;0.00017631478610335966;0.00037465137958740447;0.00034145608706129645;0.0002453207783937818;0.0003304760229992904;9.031871533628932e-05;0.00016903992744309414;0.00013182313976024083;0.0001361977242782465;0.00031771479927074326;0.00013321164129586545;2.891133941598167e-05;6.751871975519589e-05;0.00010558960932931694;4.908795597484869e-05;0.00012365329616705298;0.0001627426205701063;0.00011518790117963735;0.0003127469140886546;0.00014887545592617973;3.937276490988061e-05;9.85561910156321e-05;0.00010991080160427095;3.77959794061738e-05;3.970564606710629e-05;7.328460515864948e-05;8.164680145201879e-05;0.00010959587701755917;0.00012452628864444826;6.542470067147245e-05;1.680396122812912e-05;8.091767337078021e-05
9;0.0008391122538214303;0.0003849124697104485;0.0001762223870551062;0.00037487449840607523;0.0003414218210168035;0.0002452459289743815;0.00033058857395204435;9.035364640922521e-05;0.0001690752711744515;0.00013182472229365206;0.00013620020387792423;0.0003177253348987151;0.0001332231772553621;2.89134965793761e-05;6.753072222049884e-05;0.0001055961886377306;4.9094643868549055e-05;0.00012364777546507736;0.00016273701229866126;0.00011517986553304796;0.00031274604086680276;0.00014887481697915082;3.937384632320463e-05;9.856158382891355e-05;0.00010990878278841677;3.780077879680149e-05;3.970080512009124e-05;7.32846844355842e-05;8.164197090006507e-05;0.00010959599891431605;0.00012452642768294618;6.54247740953346e-05;1.6805232661281482e-05;8.091658921498118e-05
